Day,Ini_Hour,End_Hour,TotalDuration,Dist_Preview_Point,Vel_Media,POI_Category,Profession,Have_Car,ACTIVITY
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekend,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekend,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekend,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekend,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekend,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Medium,Null,Null,FINANCIAL,Academic,No,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Long,Null,Null,FINANCIAL,Academic,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,ALIMENTACAO,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,ALIMENTACAO,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,ALIMENTACAO,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,ALIMENTACAO,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,ALIMENTACAO,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,ALIMENTACAO,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,ALIMENTACAO,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,ALIMENTACAO,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,ALIMENTACAO,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,ALIMENTACAO,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Night,Night,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
Weekday,Afternoon,Afternoon,Low,Null,Null,FINANCIAL,Professor,Yes,IN_BANK
